Semantic Word,TFIDF
leptin,2.0557490340622681E-4
ev,2.0557490340622681E-4
arterial,2.0557490340622681E-4
arthroplasty,2.0557490340622681E-4
extend,2.0557490340622681E-4
marked,2.0557490340622681E-4
malignant,2.0557490340622681E-4
nodosa,2.0557490340622681E-4
completely,2.0557490340622681E-4
gray,2.0557490340622681E-4
maintain,2.0557490340622681E-4
acoustic,2.0557490340622681E-4
deficit,2.0557490340622681E-4
responsible,2.0557490340622681E-4
vad,2.0557490340622681E-4
trend,2.0557490340622681E-4
mmp,2.0557490340622681E-4
psychiatrist,2.0557490340622681E-4
moderate,2.0557490340622681E-4
twenty,2.0557490340622681E-4
curve,2.0557490340622681E-4
dipyridamole,2.0557490340622681E-4
subgroup,2.0557490340622681E-4
intravenous,2.0557490340622681E-4
pro-,2.0557490340622681E-4
resistant,2.0557490340622681E-4
source,2.0557490340622681E-4
cma,2.0557490340622681E-4
cjd,2.0557490340622681E-4
asymptomatic,2.0557490340622681E-4
sulfonate,2.0557490340622681E-4
thalamus,2.0381643031233522E-4
pediatrician,2.0381643031233522E-4
outpatient,2.0381643031233522E-4
executive,2.0381643031233522E-4
lipid,2.0381643031233522E-4
neurofibroma,2.0381643031233522E-4
hp,2.0381643031233522E-4
hippocampus,2.0381643031233522E-4
neurofibromatosis,2.0381643031233522E-4
self-management,2.0381643031233522E-4
retinopathy,2.0381643031233522E-4
cardiopulmonary,2.0381643031233522E-4
inclusion,1.8844366145570794E-4
reach,1.8844366145570794E-4
successful,1.8844366145570794E-4
boy,1.8844366145570794E-4
systematic,1.8844366145570794E-4
bacterium,1.8844366145570794E-4
breathing,1.8844366145570794E-4
discharge,1.8844366145570794E-4
delay,1.8844366145570794E-4
predict,1.8844366145570794E-4
carcinoma,1.8844366145570794E-4
paper,1.8844366145570794E-4
differential,1.8844366145570794E-4
space,1.8844366145570794E-4
resection,1.8844366145570794E-4
beta,1.8844366145570794E-4
task,1.8844366145570794E-4
definitive,1.8844366145570794E-4
2010,1.8844366145570794E-4
multus,1.8844366145570794E-4
nephropathy,1.8844366145570794E-4
initially,1.8844366145570794E-4
neuronal,1.8844366145570794E-4
peak,1.8844366145570794E-4
hemodynamic,1.8844366145570794E-4
line,1.8844366145570794E-4
genotype,1.8844366145570794E-4
limit,1.8844366145570794E-4
aspiration,1.8844366145570794E-4
family,1.8844366145570794E-4
immediately,1.8844366145570794E-4
optimal,1.8844366145570794E-4
controversy,1.8844366145570794E-4
diameter,1.8844366145570794E-4
unique,1.8844366145570794E-4
breath,1.8844366145570794E-4
prophylaxis,1.8844366145570794E-4
background,1.8844366145570794E-4
wheeze,1.8844366145570794E-4
concurrent,1.8844366145570794E-4
wound,1.8844366145570794E-4
voxel,1.8117016027763134E-4
blk,1.8117016027763134E-4
overexpression,1.8117016027763134E-4
carcinoid,1.8117016027763134E-4
proband,1.8117016027763134E-4
gyrus,1.8117016027763134E-4
ulceration,1.8117016027763134E-4
bromocriptin,1.8117016027763134E-4
reticular,1.8117016027763134E-4
